epoch,loss_D,loss_G,val_L1
1,0.3367810214941318,69.52938314584586,0.45803002800260273
2,0.2299226665726075,63.09488039750319,0.45145432012421743
3,0.22486643951672775,63.178449410658615,0.4409504660538265
4,0.19961158501414153,62.705928142254166,0.4397541156836918
5,0.1991903051160849,62.435548342191254,0.44019979664257597
6,0.19904086194359338,62.47953686347375,0.4451452153069632
7,0.1991102397441864,62.611819340632515,0.4407525360584259
8,0.19923497593173614,63.03519425025353,0.438590088060924
9,0.19900022790982172,62.298531165489784,0.441688529082707
10,0.19885335977260882,62.05405836838942,0.44012915662356783
11,0.19888502875199685,61.86280477963961,0.4384232078279768
12,0.1987151770064464,61.739883129413315,0.4385397178786142
13,0.19878495685183084,62.06850448021522,0.43905783551079886
14,0.19911965613181776,61.94271520467905,0.43717642767088755
15,0.19880576460407332,61.15869162632869,0.43811371070998056
16,0.1987419707270769,61.386909411503716,0.4388077471937452
17,0.19891803740308836,61.67033210167518,0.43942407199314665
18,0.19903618240585694,61.26915638263409,0.4473154629979815
19,0.19934512990025374,61.4705715913039,0.46333769389561247
20,0.19876056651656443,61.014662962693436,0.452581171478544
21,0.1987865839440089,60.57149028778076,0.447602595601763
22,0.19886126283269662,60.68830504784217,0.45866319962910246
23,0.198818154919606,59.79119088099553,0.49755480885505676
24,0.4049775694998411,58.69495017711933,0.4427509009838104
25,0.30969304448136914,58.5256487773015,0.5494537438665118
26,0.2740392547387343,59.67154708275428,0.4638808625085013
27,0.2699704138705364,59.63904424814078,0.46360028641564505
28,0.30492194111530596,59.02561297783485,0.4635924015726362
29,0.2873353138566017,59.28270721435547,0.5016582310199738
30,0.265979426411482,58.377607565659744,0.5014976305621011
31,0.2780674842114632,57.75256105569693,0.5433997682162693
32,0.22782008722424507,58.89653462630052,0.5287001984460014
33,0.2968968184521565,57.76795108501728,0.528496686901365
34,0.25907940102311283,57.22833273960994,0.5467204792158944
35,0.2664430932356761,56.84655101482685,0.5244376829692295
36,0.25213166870749915,56.701528769273025,0.5189523782048907
37,0.26860497920559,56.81464804135836,0.5920649681772504
38,0.26405058399989056,56.389387130737305,0.4897786165986742
39,0.27715818469340986,56.449856978196365,0.5337090619972774
40,0.25562206053963077,55.58056589273306,0.4860526365893228
41,0.26469552746185887,56.11197332235483,0.5605042236191886
42,0.26964667496772915,55.87997143085186,0.5001581949847085
43,0.30671456255591834,55.728655081528885,0.5546113763536725
44,0.3018077500164509,55.65309363145094,0.49420091935566496
45,0.29917005707438177,56.04601067763109,0.5038144205297742
46,0.2931926052730817,55.829803906954254,0.4982133039406368
47,0.2988409953048596,55.46548014420729,0.5076552033424377
48,0.31529303926687974,55.179266489469086,0.5044485926628113
49,0.3350822154719096,55.307837339547966,0.5077168217727116
50,0.34418460755394054,55.079491541935845,0.500265087400164
51,0.3207368217408657,54.69385235126202,0.5789993916239057
52,0.34832031566363114,55.22273797255296,0.516190652336393
53,0.349350858766299,54.88199886908898,0.5514061110360282
54,0.3484107184295471,54.32882609734168,0.5064718978745597
55,0.363175594749359,54.47273775247427,0.513780244759151
56,0.37904686251511943,54.47835936913123,0.5298562135015216
57,0.3719269581712209,54.38732125208928,0.5904972723552159
58,0.3855393990301169,54.33431845444899,0.5256912963730949
59,0.39499693020032,53.832836371201736,0.5212312170437404
60,0.3730977008549067,53.9399273945735,0.49868519817079815
61,0.39397431164979935,53.70887844379131,0.5074489670140403
62,0.4028318306574455,53.58371309133676,0.49836739897727966
63,0.38253146610580957,53.68780583601732,0.49887860672814505
64,0.40932588623120236,53.3753561606774,0.5058190183980125
65,0.40342731630572903,53.156484897320084,0.5067939502852303
66,0.38640009755125415,52.87009488619291,0.5435011472020831
67,0.4294643969489978,52.837181898263786,0.4980069271155766
68,0.3844027891755104,52.685010543236366,0.5276956515652793
69,0.4112141759922871,52.79244129474346,0.49584243978772846
70,0.3924447060204469,52.51559125460111,0.5285861662455967
71,0.39748334139585495,52.538982758155235,0.5116248088223594
72,0.4110113631647367,52.485695105332596,0.4994740699018751
73,0.40306380133216196,52.35193685384897,0.5604967304638454
74,0.41300017959796465,52.31213276202862,0.5075596698692867
75,0.3947959513618396,52.13480149782621,0.4987786667687552
76,0.394838392161406,52.281764837411735,0.49672084195273264
77,0.41595259652687955,51.95829567542443,0.4984359017440251
78,0.40324686754208344,51.628610317523666,0.517973759344646
79,0.4112357818163358,52.17414767925556,0.5390666127204895
80,0.41681842935773045,51.97741082998422,0.5100785579000201
81,0.40026828761284167,52.03194500849797,0.4954807460308075
82,0.4125672340966188,51.358018948481636,0.5232544200760978
83,0.4154629698739602,51.925322385934685,0.5031957966940743
84,0.40366802679804653,51.54958592928373,0.5148643170084272
85,0.40488096297933507,51.542427209707405,0.5070035585335323
86,0.41972508195501107,51.22345366844764,0.5172279519694192
87,0.4286914433424289,51.724178534287674,0.4961449120725904
88,0.3941602503451017,50.94380708841177,0.48715645500591825
89,0.4020302708332355,51.56215278918926,0.5010731390544346
90,0.42824915796518326,51.42336984781119,0.496507214648383
91,0.40291595888825565,51.16872083223783,0.4966259385858263
92,0.42394070155345476,51.068989973801834,0.49961486884525846
93,0.420006156540834,51.271789404062126,0.49865907430648804
94,0.44954623081363165,50.93509688744178,0.494400897196361
95,0.39712903132805455,51.02466847346379,0.49178958364895414
96,0.43701962438913494,51.03544602027306,0.4995016838823046
97,0.4209711809570973,50.76840085249681,0.4986833802291325
98,0.418527694275746,50.4499588746291,0.4924895976270948
99,0.4094475427499184,50.60569535768949,0.49607069151742117
100,0.40042936257444894,50.6265983581543,0.5013664194515773
101,0.5262812760013801,30.99453122799213,0.5029044449329376
102,0.7008301609983811,31.00003935740544,0.52059206366539
103,0.577470577107026,31.409376621246338,0.5099847912788391
104,0.5611149084109527,31.509929987100456,0.497433032308306
105,0.5447188994059196,31.64992072032048,0.5013922367777143
106,0.5599478488931289,31.51623722223135,0.49901981013161795
107,0.5338169428018423,31.487783138568584,0.5154642462730408
108,0.5340536999014708,31.38719786130465,0.5521537661552429
109,0.5181313678622246,31.434910444112923,0.5192985790116447
110,0.5105877329523747,31.422254489018368,0.5040038824081421
111,0.5117672418172543,31.611944675445557,0.49535517181668964
112,0.5179290576623037,31.596548373882587,0.5152024456432888
113,0.5170737911875432,31.522882534907414,0.4960604054587228
114,0.5184095324232028,31.537758607130783,0.5102904140949249
115,0.5121600157939471,31.587046806628887,0.5295948471341815
116,0.5238288268446922,31.373849318577694,0.508243271282741
117,0.5005473895714834,31.426060346456673,0.48350928936685833
118,0.505815361554806,31.43884959587684,0.5218771355492728
119,0.507456072821067,31.16445093888503,0.49831331201962065
120,0.508648289510837,31.403441172379715,0.5031360515526363
121,0.5123379442554253,31.233773561624382,0.4970468580722809
122,0.502994278875681,31.171518362485447,0.4857606760093144
123,0.517588221682952,31.392451176276573,0.49540696825299946
124,0.49310603737831116,31.323917132157547,0.4877031786101205
125,0.5147996917366982,31.259003309103157,0.5536621298108783
126,0.4996495774159065,31.2362762597891,0.5009934987340655
127,0.48069761063043887,31.07999610900879,0.4906907251902989
128,0.5007579819514201,31.06200331908006,0.49708013449396404
129,0.49795528845145154,31.14921936622033,0.4932569776262556
130,0.508290636424835,31.316984470073994,0.507711397750037
131,0.5074647687948667,31.065867387331448,0.4971253531319754
132,0.49521148204803467,31.185980099898117,0.5257804138319833
133,0.4973152107917346,31.301932078141434,0.5244555430752891
134,0.49520409680329835,31.225059325878437,0.5060627205031258
135,0.4924681673829372,30.861483940711388,0.5294558916773114
136,0.49345897367367375,31.191515922546387,0.49669063942773
137,0.5144340934661719,31.185096960801346,0.5936315826007298
138,0.48370766238524365,31.11570692062378,0.49052836639540537
139,0.49103597551584244,30.929669343508206,0.5164404256003243
140,0.4946965082333638,30.87744434063251,0.5283291382449014
141,0.5077225296543195,30.928921075967644,0.4942932426929474
142,0.49279338178726345,30.83925302212055,0.47931624736104694
143,0.49462490528821945,30.95297930790828,0.4879653624125889
144,0.4983307369626485,30.74903656886174,0.495901814528874
145,0.4995956036906976,30.685055255889893,0.5107992802347455
146,0.4925928144500806,30.75787507570707,0.4839889407157898
147,0.49659699832017606,30.682397585648758,0.5269173979759216
148,0.5034586689793147,30.72831894801213,0.484057822397777
149,0.48262183368206024,30.820482327387882,0.5182413288525173
150,0.49948400545578736,30.832913472102238,0.5013035706111363
151,0.48874570486637264,30.777426389547493,0.48564766560282024
152,0.4926258801267697,30.682033245380108,0.49409729668072294
153,0.47669671132014346,30.603131551008957,0.4892154932022095
154,0.4947507742505807,30.556880437410793,0.5060117670467922
155,0.49430972853532207,30.77259452526386,0.5022054399762835
156,0.4930876780014772,30.726447178767277,0.49052306583949495
157,0.49106800441558546,30.700316685896652,0.4993631754602705
158,0.49094506754324985,30.485649292285625,0.4876148871013096
159,0.4849274909267059,30.402500482705925,0.5014896179948535
160,0.48792390009531605,30.541699226085957,0.5214932433196476
161,0.503819988324092,30.45209895647489,0.49424661483083454
162,0.47695533358133757,30.370699368990383,0.5028575275625501
163,0.4965020888126813,30.5011027776278,0.4882428858961378
164,0.49218347382086974,30.4790029158959,0.5033237848963056
165,0.494730188869513,30.356127518873947,0.4932876910482134
166,0.48207156589398015,30.293092947739822,0.49206248351505827
167,0.49393186546289003,30.236966903393085,0.48772531747817993
168,0.48823703137727886,30.331625094780556,0.4773451600755964
169,0.47601281851530075,30.267534989577072,0.49706613591739107
170,0.4819794377455345,30.379638855273907,0.4936403248991285
171,0.4953144376094525,30.28236337808462,0.5004697484629494
172,0.47750616589417827,30.218425090496357,0.4813489701066698
173,0.46644890480316603,30.216226761157696,0.5020989307335445
174,0.48355296426094496,30.16874779187716,0.49739494919776917
175,0.48451064928219867,30.199887018937332,0.49223439608301434
176,0.49050857298649275,30.098467716803917,0.5085123947688511
177,0.479046537899054,30.111715756929836,0.4924133973462241
178,0.477624899492814,29.99687407566951,0.4929193045411791
179,0.4743991826589291,30.13100396669828,0.4953693747520447
180,0.4761667096844086,30.26087346443763,0.49051570892333984
181,0.4836123946767587,30.156697053175705,0.48264219079698834
182,0.47508942966277784,30.049885199620174,0.48238127146448406
183,0.4706708387686656,30.11180074398334,0.48666966387203764
184,0.46635280262965423,30.04109239578247,0.4800452930586679
185,0.4749685669174561,30.188583924220158,0.49381397877420696
186,0.4712361859587523,30.047787703000584,0.4829748741218022
187,0.47717828017014724,29.978350492624138,0.4961026523794447
188,0.4534606102567453,29.985959383157585,0.490358693259103
189,0.4595146460028795,30.00829737003033,0.5114243967192513
190,0.4832464594107408,29.849797578958366,0.4898463785648346
191,0.4595541294950705,30.02800152851985,0.4922860264778137
192,0.4729749732292615,29.888151719019962,0.4914995176451547
193,0.46248411673765916,29.956529690669132,0.49049271856035503
194,0.47504273973978484,29.89519823514498,0.4943264637674604
195,0.4679751659815128,29.916222132169285,0.49080837198666166
196,0.46182864675155055,29.812814455765945,0.486494494335992
197,0.4723205199608436,29.712216413938084,0.49261967624936787
198,0.45073916075321346,29.897991290459267,0.49355719344956533
199,0.46517202945855946,29.95872512230506,0.489386933190482
200,0.4732487310583775,29.88428104840792,0.4879353514739445
